"method_a","method_b","pairs","mean_rr","bias_diff_b_minus_a","abs_err_diff_b_minus_a","weight_var_pct_diff_b_minus_a","share_abs_err_improved_b_vs_a"
"standard","constrained",296,0.450598723723724,-0.0101368517337229,-0.00207098464515465,7.50827511365857,0.594594594594595
"standard","oracle_ipw",296,0.450598723723724,-0.032811457554246,0.00554183993288963,42.4539468986108,0.45945945945946
"constrained","oracle_ipw",296,0.450598723723724,-0.0226746058205231,0.00761282457804427,33.2758435590775,0.466216216216216
