"rep","method","rr_obs","n_resp","undersample_ratio_11","y_mean_bias","y_mean_abs_err","y_pred_mae","cov_bias","cov_abs_err","p11_bias","p11_abs_err","weight_var","min_weight","max_weight"
358,"constrained",0.3686,1843,0.025186148726391,0.629002389171539,0.629002389171539,0.925089340695869,-0.166880118920995,0.166880118920995,-0.16687999999698,0.16687999999698,1.29705977517378,0.3686,14.0743766671775
359,"unweighted",0.3716,1858,0.031228519983005,0.493581028575261,0.493581028575261,0.932188719160233,-0.119766314269203,0.119766314269203,-0.250446803013994,0.250446803013994,0,1,1
359,"oracle_ipw",0.3716,1858,0.031228519983005,-0.179837586391172,0.179837586391172,0.932188719160224,0.00884328333420102,0.00884328333420102,0.0260470491061365,0.0260470491061365,9.55394966754241,0.652747626221257,35.2483718159479
359,"oracle_joint",0.3716,1858,0.031228519983005,-0.119678998054875,0.119678998054875,0.932188719160226,-1.18922357864037e-07,1.18922357864037e-07,2.22044604925031e-16,2.22044604925031e-16,7.83801128302122,0.715054380453752,32.0220106666667
359,"standard",0.3716,1858,0.031228519983005,0.723115780193254,0.723115780193254,0.932188719160227,-0.200701706930376,0.200701706930376,-0.200701588008082,0.200701588008082,0.600175663562367,0.265147375855154,7.16177396540088
359,"constrained",0.3716,1858,0.031228519983005,0.55253585306308,0.55253585306308,0.932188719160226,-0.160080118922365,0.160080118922365,-0.160079999999997,0.160079999999997,1.19950148730374,0.3716,12.1934346666667
360,"unweighted",0.365,1825,0.0275541067276531,0.48310785713527,0.48310785713527,0.927711974825456,-0.115176439654952,0.115176439654952,-0.251396712328767,0.251396712328767,0,1,1
360,"oracle_ipw",0.365,1825,0.0275541067276531,0.0759376182632584,0.0759376182632584,0.927711974825465,0.00667738678329649,0.00667738678329649,0.00124784033592995,0.00124784033592995,9.03241271444439,0.675322376941703,36.467408354852
360,"oracle_joint",0.365,1825,0.0275541067276531,0.0956427369721692,0.0956427369721692,0.927711974825463,-1.18922358832013e-07,1.18922358832013e-07,5.16253706450698e-15,5.16253706450698e-15,8.943002327087,0.684437074829931,36.2922307692307
360,"standard",0.365,1825,0.0275541067276531,0.791156347893996,0.791156347893996,0.927711974825468,-0.201725314316773,0.201725314316773,-0.201725195394682,0.201725195394682,0.678188793870268,0.252462041997131,7.97311680037128
360,"constrained",0.365,1825,0.0275541067276531,0.637227429900383,0.637227429900383,0.927711974825466,-0.157080118922353,0.157080118922353,-0.157079999999994,0.157079999999994,1.45721708634148,0.365,14.2406153846166
361,"unweighted",0.3598,1799,0.0344028698185945,0.500374783851109,0.500374783851109,0.931480003258307,-0.11631321083677,0.11631321083677,-0.249626170094497,0.249626170094497,0,1,1
361,"oracle_ipw",0.3598,1799,0.0344028698185945,0.0420348095068429,0.0420348095068429,0.931480003258306,0.0179462071769741,0.0179462071769741,0.0466602082833342,0.0466602082833342,9.9667438149776,0.635438882756635,34.3136996688583
361,"oracle_joint",0.3598,1799,0.0344028698185945,0.119838691509969,0.119838691509969,0.931480003258314,-1.18922357655871e-07,1.18922357655871e-07,3.33066907387547e-15,3.33066907387547e-15,7.07546712535782,0.679307328767123,29.0673425
361,"standard",0.3598,1799,0.0344028698185945,0.786051475956873,0.786051475956873,0.93148000325831,-0.195875242869929,0.195875242869929,-0.19587512394763,0.19587512394763,0.625356029540533,0.272432531454966,7.0436332511402
361,"constrained",0.3598,1799,0.0344028698185945,0.670426858974962,0.670426858974962,0.93148000325831,-0.161880118922363,0.161880118922363,-0.161879999999997,0.161879999999997,1.07473962367628,0.3598,10.8659600000001
362,"unweighted",0.368,1840,0.0231249453410383,0.558229263386428,0.558229263386428,0.913841193759479,-0.124471872011205,0.124471872011205,-0.252541739130435,0.252541739130435,0,1,1
362,"oracle_ipw",0.368,1840,0.0231249453410383,0.0796313447403603,0.0796313447403603,0.913841193759478,-0.0146708634633645,0.0146708634633645,-0.0304589032635043,0.0304589032635043,8.30698130958877,0.706451882146732,38.1484016359235
362,"oracle_joint",0.368,1840,0.0231249453410383,0.0067186237486907,0.0067186237486907,0.913841193759478,-1.1892235815894e-07,1.1892235815894e-07,2.22044604925031e-16,2.22044604925031e-16,10.7452360584793,0.633005928237129,43.2433454545454
362,"standard",0.368,1840,0.0231249453410383,0.841255982340831,0.841255982340831,0.913841193759479,-0.211723080838737,0.211723080838737,-0.211722961916723,0.211722961916723,0.592045202634416,0.245397855140262,7.82786818848738
362,"constrained",0.368,1840,0.0231249453410383,0.663712488099005,0.663712488099005,0.913841193759478,-0.166680118914253,0.166680118914253,-0.166679999982003,0.166679999982003,1.42655237417998,0.368,15.3623272760417
363,"unweighted",0.3558,1779,0.0217435226263531,0.542847415249908,0.542847415249908,0.91522319553682,-0.127636323297596,0.127636323297596,-0.252898864530635,0.252898864530635,0,1,1
363,"oracle_ipw",0.3558,1779,0.0217435226263531,0.116731045928603,0.116731045928603,0.915223195536819,-0.0212780093192222,0.0212780093192222,-0.0416525301204761,0.0416525301204761,7.99090890449815,0.714457831325301,38.5807228915662
363,"oracle_joint",0.3558,1779,0.0217435226263531,0.0223761488542036,0.0223761488542036,0.915223195536818,-1.18922357957713e-07,1.18922357957713e-07,3.10862446895044e-15,3.10862446895044e-15,11.4533618812468,0.68465109947644,45.990708
363,"standard",0.3558,1779,0.0217435226263531,0.806433040992292,0.806433040992292,0.91522319553682,-0.214541174546675,0.214541174546675,-0.214541055624678,0.214541055624678,0.559104232933531,0.241267052865356,7.82385420438215
363,"constrained",0.3558,1779,0.0217435226263531,0.654910404343442,0.654910404343442,0.91522319553682,-0.173080118922358,0.173080118922358,-0.17308,0.17308,1.32186060888255,0.3558,15.199776
364,"unweighted",0.3674,1837,0.0252684115964827,0.494448028357644,0.494448028357644,0.915957713647946,-0.121998397859971,0.121998397859971,-0.251987610234077,0.251987610234077,0,1,1
364,"oracle_ipw",0.3674,1837,0.0252684115964827,-0.0256459172368921,0.0256459172368921,0.91595771364795,-0.00607276732947681,0.00607276732947681,-0.0150045147744827,0.0150045147744827,8.66115747024159,0.690336336974192,37.2781621966064
364,"oracle_joint",0.3674,1837,0.0252684115964827,-0.0591109062901314,0.0591109062901314,0.91595771364795,-1.18922358870177e-07,1.18922358870177e-07,-7.43849426498855e-15,7.43849426498855e-15,9.79203046937083,0.6842825,39.5751033333333
364,"standard",0.3674,1837,0.0252684115964827,0.775601159851215,0.775601159851215,0.915957713647948,-0.207892325271917,0.207892325271917,-0.207892206349784,0.207892206349784,0.605823574030796,0.249142246661599,7.75027141129504
364,"constrained",0.3674,1837,0.0252684115964827,0.596477817077744,0.596477817077744,0.915957713647949,-0.16328011892175,0.16328011892175,-0.163279999998654,0.163279999998654,1.39468071636051,0.3674,14.5796566668949
365,"unweighted",0.3602,1801,0.0300690824282038,0.500885946868366,0.500885946868366,0.923376049477326,-0.123541166836725,0.123541166836725,-0.250746540810661,0.250746540810661,0,1,1
365,"oracle_ipw",0.3602,1801,0.0300690824282038,0.0400342151605502,0.0400342151605502,0.923376049477329,0.00233204625049718,0.00233204625049718,0.0188143966505486,0.0188143966505486,9.42843232158019,0.660686836465135,35.6770891691173
365,"oracle_joint",0.3602,1801,0.0300690824282038,0.0607770506683732,0.0607770506683732,0.923376049477326,-1.18922358273432e-07,1.18922358273432e-07,1.0547118733939e-15,1.0547118733939e-15,8.15944153452389,0.680062534246576,33.2567514285714
365,"standard",0.3602,1801,0.0300690824282038,0.751315507411046,0.751315507411046,0.923376049477326,-0.203980328889326,0.203980328889326,-0.203980209967026,0.203980209967026,0.564878227656799,0.264741023798303,7.01615441781528
365,"constrained",0.3602,1801,0.0300690824282038,0.63181297078141,0.63181297078141,0.923376049477328,-0.168680118922349,0.168680118922349,-0.168679999999986,0.168679999999986,1.05828388410206,0.3602,11.5572742857165
366,"unweighted",0.3654,1827,0.0444617548876807,0.537510261185466,0.537510261185466,0.915288077055493,-0.122950991988498,0.122950991988498,-0.247025747126437,0.247025747126437,0,1,1
366,"oracle_ipw",0.3654,1827,0.0444617548876807,-0.121622682734452,0.121622682734452,0.915288077055494,0.0234770627884652,0.0234770627884652,0.104400394617838,0.104400394617838,10.8772638433717,0.584705080217624,31.5740743317517
366,"oracle_joint",0.3654,1827,0.0444617548876807,0.0492019525945632,0.0492019525945632,0.915288077055494,-1.1892235784669e-07,1.1892235784669e-07,2.77555756156289e-15,2.77555756156289e-15,5.37744800206426,0.684023837011885,22.49124
366,"standard",0.3654,1827,0.0444617548876807,0.76040271991506,0.76040271991506,0.915288077055494,-0.192120212483331,0.192120212483331,-0.19212009356098,0.19212009356098,0.504749933688989,0.301550900848284,5.77679186019491
366,"constrained",0.3654,1827,0.0444617548876807,0.674371258479659,0.674371258479659,0.915288077055495,-0.168880118870263,0.168880118870263,-0.168879999884696,0.168879999884696,0.716572772775649,0.3654,7.79868001101912
367,"unweighted",0.3668,1834,0.0253097448760843,0.521064934343581,0.521064934343581,0.914439419423944,-0.117828746780427,0.117828746780427,-0.251976924754635,0.251976924754635,0,1,1
367,"oracle_ipw",0.3668,1834,0.0253097448760843,0.0189099080353681,0.0189099080353681,0.914439419423943,-0.00139860844567085,0.00139860844567085,-0.014709229809724,0.014709229809724,8.66793810492564,0.690044679828642,37.2624127107467
