"target_rr","rep","K","method","rr_obs","weight_var","min_weight","max_weight","cov_mae_x","cov_bias_x","y_mean_err","y_mean_abs_err","y_pred_bias","y_pred_mae"
0.3,3,20,"standard",0.302285714285714,2.08772758713055,0.132261464472884,16.4306527732734,0.0103240339772987,-0.0078225753728891,0.00916546103723892,0.00916546103723892,0.0367937187001425,1.01704036012598
0.3,3,20,"constrained",0.302285714285714,2.27635119011669,0.302285714285714,17.4972558472673,0.00906772943302988,-0.00564498479215067,0.0151716596835785,0.0151716596835785,0.0388526368021402,1.01776608662253
0.3,3,25,"standard",0.302285714285714,2.08776840060915,0.11832073649904,15.3576348573427,0.00927248097352103,-0.00558581157223236,0.00902846776696453,0.00902846776696453,0.0347127108089377,0.997157445421528
0.3,3,25,"constrained",0.302285714285714,2.28348772883658,0.302285714285714,16.6405978227953,0.00844486807044845,-0.00398456386589386,0.01450405668351,0.01450405668351,0.0369936296172346,0.998476542636326
0.3,4,8,"standard",0.295571428571429,2.02274058531213,0.219138677064992,17.9642347169324,0.0132551990075011,-0.0129138294489288,0.383099190479798,0.383099190479798,0.40805967545502,1.52112744953404
0.3,4,8,"constrained",0.295571428571429,2.14190070977166,0.295571428571429,19.0298009460785,0.010650158037874,-0.00933549412363859,0.391861154065355,0.391861154065355,0.413353040375278,1.52233129909367
0.3,4,12,"standard",0.295571428571429,2.1496357572506,0.162782386815636,23.4811581329386,0.0125949362637278,-0.0118090347436575,0.204303519706724,0.204303519706724,0.241108437974655,1.27047441219458
0.3,4,12,"constrained",0.295571428571429,2.32177546090672,0.295571428571429,25.7555300546898,0.0102322898194214,-0.00870092554963107,0.212850692527751,0.212850692527751,0.244429162488833,1.27171551894511
0.3,4,16,"standard",0.295571428571429,2.19751913820575,0.123066394511394,22.9655304330093,0.0138534411827528,-0.0122911720802045,0.0540049344039444,0.0540049344039444,0.106393685064858,1.10124189631058
0.3,4,16,"constrained",0.295571428571429,2.44372534749503,0.295571428571429,25.9146411480343,0.0115103495400367,-0.00902702486000368,0.0625162182725072,0.0625162182725072,0.110449354549362,1.10459517376943
